Arecibo,Arecibo,Hatillo,11528,LORENZO COBALLES GANDIA,Superior,1320
Arecibo,Arecibo,Arecibo,14241,TRINA PADILLA DE SANZ,Superior,1073
Arecibo,Arecibo,Arecibo,15784,ABELARDO MARTÍNEZ OTERO,Superior,1075
Arecibo,Arecibo,Arecibo,17558,SUP.VOC.NUEVA (ANTONIO LUCHETTI),Superior,1072
Arecibo,Arecibo,Hatillo,17772,PADRE ANÍBAL REYES BELÉN (SUP NUEVA),Superior,1321
Arecibo,Arecibo,Arecibo,18192,ESC. SUP. MARIA CADILLA DE MARTINEZ,Superior,1070
Arecibo,Camuy,Lares,11593,GABRIELA MISTRAL,Secundaria,1402
Arecibo,Camuy,Lares,11643,DOMINGO APONTE COLLAZO,Superior,1400
Arecibo,Camuy,Quebradillas,12930,JUAN ALEJO ARIZMENDI,Superior,1590
Arecibo,Camuy,Camuy,17327,SUPERIOR MIGUEL FELIPE SANTIAGO ECHEGARAY,Superior,1145
Arecibo,Camuy,Quebradillas,17368,MANUEL RAMOS HERNÁNDEZ,Superior,1591
Arecibo,Camuy,Camuy,17384,LUÍS F. CRESPO (SUP. NUEVA),Superior,1142
Arecibo,Manatí,Barceloneta,10702,FERNANDO SURIA CHAVES,Superior,1090
Arecibo,Manatí,Florida,10827,JUAN PONCE DE LEÓN,Superior,1095
Arecibo,Manatí,Manatí,12088,FERNANDO CALLEJO,Superior,1450
Arecibo,Manatí,Ciales,17319,JUAN ANTONIO CORRETJER,Superior,1190
Arecibo,Manatí,Manatí,17350,PETRA CORRETJER DE O'NEILL,Superior,1451
Arecibo,Vega Alta,Vega Baja,13912,NUEVA BRÍGIDA ÁLVAREZ,Secundaria,1851
Arecibo,Vega Alta,Dorado,71092,JOSÉ SANTOS ALEGRÍA,Superior,1240
Arecibo,Vega Alta,Vega Alta,71779,LADISLAO MARTÍNEZ,Superior,1780
Arecibo,Vega Alta,Vega Baja,71894,LINO PADRO RIVERA,Superior,1790
Arecibo,Vega Alta,Vega Baja,75267,JUAN QUIRINDONGO MORELL (SUPERIOR),Superior,1793
Arecibo,Vega Alta,Vega Alta,79038,ILEANA DE GRACIA (SUP. URBANA),Superior,1781
Bayamón,Bayamón,Bayamón,70086,SUPERIOR CACIQUE AGUEYBANA,Superior,1115
Bayamón,Bayamón,Bayamón,70201,PABLO CASALS (ESPECIALIZADA),Secundaria,1111
Bayamón,Bayamón,Bayamón,70219,PAPA JUAN XXIII SUPERIOR,Superior,1113
Bayamón,Bayamón,Bayamón,70276,MIGUEL MELÉNDEZ MUÑOZ,Superior,1117
Bayamón,Bayamón,Bayamón,70284,FRANCISCO MANRIQUE CABRERA,Superior,1119
Bayamón,Bayamón,Bayamón,70516,DR AGUSTIN STAHL,Superior,1110
Bayamón,Bayamón,Bayamón,70581,LUÍS PALES MATOS,Secundaria,1116
Bayamón,Bayamón,Bayamón,70615,MIGUEL DE CERVANTES SAAVEDRA,Superior,1112
Bayamón,Bayamón,Bayamón,70623,TOMAS C. ONGAY,Superior,1114
Bayamón,Bayamón,Bayamón,73650,PEDRO P. CASABLANCA,Superior,1118
Bayamón,Bayamón,Bayamón,78733,FRANCISCO GAZTAMBIDE,Superior,1121
Bayamón,Corozal,Corozal,70888,EMILIO R. DELGADO,Superior,1230
Bayamón,Corozal,Naranjito,71225,FRANCISCO MORALES,Superior,1530
Bayamón,Corozal,Corozal,74179,PORFIRIO CRUZ GARCÍA,Superior,1235
Bayamón,Corozal,Naranjito,78857,RUBEN RODRIGUEZ FIGUEROA,Superior,1531
Bayamón,Orocovis,Morovis,12377,JAIME A. COLLAZO DEL RÍO,Superior,1510
Bayamón,Orocovis,Orocovis,14340,SUPERIOR ALBERTO MELÉNDEZ TORRES,Superior,1541
Bayamón,Orocovis,Orocovis,14357,JOSÉ ROJAS CORTES,Superior,1540
Bayamón,Orocovis,Morovis,18242,JOSEFA DEL RÍO GUERRERO,Superior,1511
Bayamón,Toa Baja,Cataño,70813,FRANCISCO OLLER,Superior,1160
Bayamón,Toa Baja,Toa Alta,71381,NICOLÁS SEVILLA,Superior,1750
Bayamón,Toa Baja,Toa Baja,71514,ADOLFINA IRIZARRY DE PUIG,Superior,1755
Bayamón,Toa Baja,Toa Baja,71670,PEDRO ALBIZU CAMPOS,Superior,1758
Bayamón,Toa Baja,Toa Baja,74039,MARÍA TERESA PIÑEIRO,Superior,1756
Bayamón,Toa Baja,Toa Alta,78931,ADELA ROLON FUENTES,Superior,1752
Caguas,Barranquitas,Aibonito,20362,DR. JOSÉ N. GANDARA,Superior,1050
Caguas,Barranquitas,Barranquitas,20560,PABLO COLON BERDECIA SUP. VOC.,Superior,1100
Caguas,Barranquitas,Comerío,21758,JUANA COLON,Superior,1220
Caguas,Barranquitas,Barranquitas,26021,LUÍS MUÑOZ MARIN,Superior,1105
Caguas,Barranquitas,Aibonito,27565,BONIFACIO SÁNCHEZ (GANDARA),Superior,1055
Caguas,Barranquitas,Comerio,28530,SUPERIOR VOCACIONAL NUEVA,Superior,1221
Caguas,Cidra,Cayey,21105,BENJAMIN HARRISON,Superior,1172
Caguas,Cidra,Cayey,23531,SUP. MIGUEL MELÉNDEZ MUÑOZ,Superior,1170
Caguas,Cidra,Cidra,26013,ANA J. CANDELAS,Superior,1205
Caguas,Cidra,Cidra,27557,SUPERIOR VOCACIONAL,Superior,1201
Caguas,Cidra,Aguas Buenas,28571,ESCUELA SUPERIOR URBANA,Superior,1040
Caguas,Guayama,Guayama,24810,RAFAEL LÓPEZ LANDRON,Superior,1280
Caguas,Guayama,Guayama,26336,ADELA BRENES TEXIDOR,Secundaria,1285
Caguas,Guayama,Salinas,28373,SUPERIOR URBANA,Superior,1671
Caguas,Guayama,Guayama,28563,DRA. MARÍA SOCORRO LACOT,Superior,1281
Caguas,Guayama,Arroyo,36053,SUPERIOR URBANA NUEVA,Superior,1080
Caguas,Guayama,Salinas,56820,STELLA MARQUEZ,Superior,1670
Caguas,Guayama,Salinas,57281,EUGENIO GUERRA CRUZ,Secundaria,1672
Caguas,Gurabo,Caguas,20800,JOSÉ GAUTIER BENÍTEZ,Superior,1130
Caguas,Gurabo,Caguas,20818,DR. JUAN JOSÉ OSUNA,Superior,1135
Caguas,Gurabo,Caguas,20982,REPÚBLICA DE COSTA RICA,Superior,1132
Caguas,Gurabo,Caguas,21055,MANUELA TORO MORICE,Superior,1134
Caguas,Gurabo,Caguas,25601,ELOIZA PASCUAL,Superior,1137
Caguas,Gurabo,Gurabo,26773,DRA. CONCHITA CUEVAS,Superior,1310
Humacao,Canovanas,Loíza,31195,CARLOS ESCOBAR LÓPEZ,Superior,1430
Humacao,Canovanas,Río Grande,33233,PEDRO FALU ORELLANO,Superior,1610
Humacao,Canovanas,Canóvanas,33340,LUÍS HERNAIZ VERONNE,Superior,1150
Humacao,Canovanas,Río Grande,34256,SUP. CASIANO CEPEDA,Superior,1612
Humacao,Canovanas,Canóvanas,34926,EDUARDO GARCÍA CARRILLO,Superior,1153
Humacao,Canovanas,Canóvanas,35048,GEORGINA BAQUERO,Secundaria,1151
Humacao,Canovanas,Luquillo,35618,SUP. ISIDRO A. SÁNCHEZ,Superior,1440
Humacao,Canovanas,Loiza,36335,SUPERIOR VOCACIONAL,Superior,1431
Humacao,Fajardo,Ceiba,30098,SANTIAGO IGLESIAS PANTIN,Superior,1180
Humacao,Fajardo,Fajardo,30247,SUP. DR. SANTIAGO VEVE CALZADA,Superior,1260
Humacao,Fajardo,Vieques,33043,GERMAN RIECKEHOFF,Superior,1800
Humacao,Fajardo,Fajardo,35766,ANA DELIA FLORES SANTANA VOC.,Superior,1261
Humacao,Fajardo,Naguabo,35881,JUAN JOSÉ MAUNEZ,Superior,1525
Humacao,Las Piedras,Humacao,30270,ANA ROQUE DE DUPREY,Superior,1340
Humacao,Las Piedras,Las Piedras,30973,RAMÓN POWER Y GIRALT,Superior,1420
Humacao,Las Piedras,Juncos,34363,ISABEL FLORES,Superior,1383
Humacao,Las Piedras,Juncos,34785,JOSÉ COLLAZO COLON,Superior,1386
Humacao,Las Piedras,Humacao,34884,PETRA MERCADO,Superior,1345
Humacao,Las Piedras,Humacao,35501,SUP. VOC. MANUEL MEDIAVILLA,Superior,1341
Humacao,Las Piedras,Las Piedras,35592,FLORENCIA GARCÍA,Superior,1421
Humacao,Las Piedras,Humacao,36012,ESC. BELLAS ARTES DE HUMACAO (ESPECIALIZADA),Secundaria,1343
Humacao,Yabucoa,San Lorenzo,22582,JOSÉ CAMPECHE,Superior,1720
Humacao,Yabucoa,San Lorenzo,25882,MARÍA CRUZ BUITRAGO,Superior,1725
Humacao,Yabucoa,San Lorenzo,28522,ANTONIO FERNOS ISERN,Superior,1721
Humacao,Yabucoa,Maunabo,31542,SUP. ALFONSO CASTA MARTÍNEZ,Superior,1470
Humacao,Yabucoa,Yabucoa,32755,TEODORO AGUILAR MORA,Superior,1820
Humacao,Yabucoa,Yabucoa,34264,LUÍS MUÑOZ MARIN,Secundaria,1825
Humacao,Yabucoa,Yabucoa,35782,RAMÓN QUIÑÓNEZ MEDINA,Superior,1821
Humacao,Yabucoa,Patillas,35816,RAFAELINA E. LEBRON FLORES,Superior,1550
Mayagüez,Aguadilla,Aguada,40022,SUP. DR. CARLOS GONZÁLEZ,Superior,1020
Mayagüez,Aguadilla,Añasco,40832,SERGIO RAMÍREZ DE ARELLANO (BILINGÜE),Secundaria,1061
Mayagüez,Aguadilla,Aguadilla,45468,SALVADOR FUENTES,Superior,1032
Mayagüez,Aguadilla,Aguada,46086,ELADIO TIRADO LÓPEZ,Secundaria,1022
Mayagüez,Aguadilla,Aguadilla,46656,BENITO CEREZO MARQUEZ,Superior,1035
Mayagüez,Aguadilla,Añasco,46995,LUÍS MUÑOZ MARIN,Superior,1060
Mayagüez,Aguadilla,Aguadilla,47647,JUAN SUÁREZ PELEGRINA,Superior,1031
Mayagüez,Aguadilla,Rincón,47662,MANUEL GARCÍA PÉREZ (SUP. NUEVA),Superior,1600
Mayagüez,Cabo Rojo,San Germán,43315,LOLA RODRÍGUEZ DE TIÓ,Superior,1680
Mayagüez,Cabo Rojo,San Germán,43406,LAURA MERCADO,Secundaria,1682
Mayagüez,Cabo Rojo,Lajas,45682,LEONIDES MORALES RODRÍGUEZ,Superior,1390
Mayagüez,Cabo Rojo,Cabo Rojo,46821,INÉS MARÍA MENDOZA DE MUÑOZ MARIN,Superior,1120
Mayagüez,Cabo Rojo,Cabo Rojo,46987,MONSERRATE LEÓN DE IRIZARRY,Superior,1125
Mayagüez,Cabo Rojo,Sabana Grande,48264,LUIS NEGRÓN LÓPEZ,Superior,1660
Mayagüez,Mayagüez,Hormigueros,41061,SEGUNDO RUIZ BELVIS,Superior,1330
Mayagüez,Mayagüez,Mayagüez,42077,PEDRO PEREA FAJARDO,Superior,1483
Mayagüez,Mayagüez,Mayagüez,44560,CROEM (ESPECIALIZADA),Secundaria,1484
Mayagüez,Mayagüez,Las Marias,46219,EVA Y PATRIA CUSTODIO,Superior,1410
Mayagüez,Mayagüez,Maricao,47639,ESCUELA SUPERIOR URBANA,Superior,1461
Mayagüez,Mayagüez,Mayaguez,48298,EUGENIO MARÍA DE HOSTOS,Superior,1480
Mayagüez,San Sebastían,Isabela,15248,FRANCISCO MENDOZA,Superior,1350
Mayagüez,San Sebastían,Isabela,15792,DR. HERIBERTO DOMENECH,Superior,1352
Mayagüez,San Sebastían,San Sebastián,46201,EMILIO SCHARON RODRÍGUEZ,Secundaria,1735
Mayagüez,San Sebastían,Moca,46334,MARCELINO RODRÍGUEZ ROMÁN,Secundaria,1505
Mayagüez,San Sebastían,San Sebastián,47126,PATRIA LATORRE RAMÍREZ,Superior,1733
Mayagüez,San Sebastían,Moca,47894,SUPERIOR CATALINA MORALES FLORES,Superior,1500
Mayagüez,San Sebastían,San Sebastián,47902,SUP. VOC. MANUEL M. LICIAGA,Superior,1730
Ponce,Ponce,Ponce,52274,SUPERIOR JUAN SERRALLÉS,Superior,1587
Ponce,Ponce,Ponce,52514,PONCE HIGH SCHOOL,Superior,1570
Ponce,Ponce,Ponce,52688,DR. PILA,Superior,1575
Ponce,Ponce,Ponce,52696,BERNARDINO CORDERO BERNARD,Superior,1576
Ponce,Ponce,Ponce,52712,THOMAS ARMSTRONG TORO,Superior,1585
Ponce,Ponce,Ponce,56069,BETHZAIDA VELAZQUEZ ANDUJAR,Superior,1583
Ponce,Ponce,Ponce,56432,SUP. JARDINES DE PONCE,Superior,1586
Ponce,Ponce,Ponce,58511,LILA MARÍA MERCEDES MAYORAL,Superior,1580
Ponce,Santa Isabel,Coamo,50468,RAMÓN JOSÉ DÁVILA,Superior,1210
Ponce,Santa Isabel,Juana Díaz,51698,LUÍS LLORÉNS TORRES,Superior,1370
Ponce,Santa Isabel,Juana Díaz,51763,LUÍS MUÑOZ MARIN,Secundaria,1371
Ponce,Santa Isabel,Juana Díaz,56119,CARMEN BELÉN VEIGA,Superior,1372
Ponce,Santa Isabel,Coamo,56226,JOSÉ FELIPE ZAYAS,Superior,1215
Ponce,Santa Isabel,Santa Isabel,57703,ELVIRA M. COLÓN NEGRÓN,Superior,1740
Ponce,Santa Isabel,Juana Díaz,57877,DR. MÁXIMO DONOSO SÁNCHEZ,Secundaria,1373
Ponce,Santa Isabel,Villalba,58180,LYSANDER BORRERO TERRY,Superior,1810
Ponce,Santa Isabel,Villalba,58503,SUPERIOR VOCACIONAL NUEVA,Superior,1811
Ponce,Utuado,Utuado,13318,JOSÉ VIZCARRONDO (S.U. ÁNGELES),Secundaria,1774
Ponce,Utuado,Utuado,13425,LUÍS MUÑOZ RIVERA,Superior,1770
Ponce,Utuado,Utuado,17863,NUEVA SUPERIOR VOCACIONAL,Superior,1772
Ponce,Utuado,Adjuntas,50294,JOSÉ EMILIO LUGO,Superior,1010
Ponce,Utuado,Jayuya,54619,JOSEFINA LEÓN ZAYAS,Superior,1360
Ponce,Yauco,Yauco,53470,ERNESTO RAMOS ANTONINI (ESPECIALIZADA),Secundaria,1842
Ponce,Yauco,Yauco,55244,SUPERIOR OCUPACIONAL Y TECNICA DE YAUCO,Superior,1840
Ponce,Yauco,Guayanilla,57125,ASUNCIÓN RODRÍGUEZ DE SALA,Superior,1290
Ponce,Yauco,Guánica,57620,ÁUREA E. QUILES CLAUDIO,Superior,1275
Ponce,Yauco,Peñuelas,57919,SUPERIOR URBANA (NUEVA) (JOSEFA VELEZ BAUZA),Superior,1560
Ponce,Yauco,Yauco,58305,LOAIZA CORDERO DEL ROSARIO,Superior,1841
San Juan,Carolina,Carolina,60905,LORENZO VIZCARRONDO,Superior,1154
San Juan,Carolina,Carolina,61853,ÁNGEL P. MILLÁN ROHENA SUPERIOR,Superior,1152
